"oldcode";"dis_code";"dis_nom";"dep_code";"dep_nom";"spr_code";"spr_nom";"pop";"men";"camion_public";"precollecteur";"depot_amenage";"depot_sauvage";"nature";"brule";"enterre";"autre"
"CI010101";"A";"Abidjan";"A1";"Abidjan";"A101";"Abidjan";5616633;1261750;620967;319715;133541;104830;76421;4553;1634;89
"CI010102";"A";"Abidjan";"A1";"Abidjan";"A102";"Anyama";389592;80147;18620;6835;13416;22035;17911;1245;59;26
"CI010103";"A";"Abidjan";"A1";"Abidjan";"A103";"Bingerville";204656;46607;12739;14060;8842;5364;5033;549;14;6
"CI010104";"A";"Abidjan";"A1";"Abidjan";"A104";"Brofodoumé";20357;5088;23;28;558;879;3566;32;1;1
"CI010105";"A";"Abidjan";"A1";"Abidjan";"A105";"Songon";89778;20544;8733;1387;2504;1561;6220;126;13;0
"CI020101";"B";"Yamoussoukro";"B1";"Attiégouakro";"B101";"Attiégouakro";14863;2819;694;189;63;514;1318;41;0;0
"CI020102";"B";"Yamoussoukro";"B1";"Attiégouakro";"B102";"Lolobo";34650;6513;1;1;78;1737;4623;69;4;0
"CI020201";"B";"Yamoussoukro";"B1";"Yamoussoukro";"B103";"Yamoussoukro";340234;67394;38149;5059;5674;6443;10293;1641;25;110
"CI020202";"B";"Yamoussoukro";"B1";"Yamoussoukro";"B104";"Kossou";32326;6034;17;30;191;830;4419;534;13;0
"CI290102";"C";"Bas-Sassandra";"C1";"San Pédro";"C101";"Doba";95246;17498;570;54;556;4764;10637;531;355;31
"CI290103";"C";"Bas-Sassandra";"C1";"San Pédro";"C102";"Dogbo";61632;10015;3;0;43;2190;7254;264;260;1
"CI290104";"C";"Bas-Sassandra";"C1";"San Pédro";"C103";"Gabiadji";113369;20666;80;18;825;6036;12710;770;227;0
"CI290105";"C";"Bas-Sassandra";"C1";"San Pédro";"C104";"Grand-Béréby";129340;26269;1433;889;1641;5302;14839;1407;755;3
"CI290101";"C";"Bas-Sassandra";"C1";"San Pédro";"C105";"San-Pédro";390654;75903;25884;8267;5440;14826;19003;2028;453;2
"CI290202";"C";"Bas-Sassandra";"C2";"Tabou";"C201";"Dapo-Iboké";20368;4647;582;189;364;537;2355;210;410;0
"CI290203";"C";"Bas-Sassandra";"C2";"Tabou";"C202";"Djamandioké";22824;3372;277;116;361;842;1690;81;5;0
"CI290204";"C";"Bas-Sassandra";"C2";"Tabou";"C203";"Djouroutou";91316;15377;110;401;329;3787;9745;690;315;0
"CI290205";"C";"Bas-Sassandra";"C2";"Tabou";"C204";"Grabo";53824;9789;213;6;567;1808;6948;122;125;0
"CI290206";"C";"Bas-Sassandra";"C2";"Tabou";"C205";"Olodio";19429;4786;8;4;521;1389;2497;112;255;0
"CI290201";"C";"Bas-Sassandra";"C2";"Tabou";"C206";"Tabou";62719;9743;275;267;830;2575;4992;654;150;0
"CI260101";"C";"Bas-Sassandra";"C3";"Buyo";"C301";"Buyo";100848;15769;1434;44;321;2128;10805;991;45;1
"CI260102";"C";"Bas-Sassandra";"C3";"Buyo";"C302";"Dapéoua";75721;11922;32;0;46;2127;9231;455;31;0
"CI260202";"C";"Bas-Sassandra";"C4";"Guéyo";"C401";"Dabouyo";45751;7579;19;12;187;2152;4954;236;19;0
"CI260201";"C";"Bas-Sassandra";"C4";"Guéyo";"C402";"Guéyo";56462;10230;555;145;340;2621;5982;536;51;0
"CI260402";"C";"Bas-Sassandra";"C6";"Méagui";"C501";"Gnanmangui";83794;13047;1;2;35;5911;6844;130;124;0
"CI260301";"C";"Bas-Sassandra";"C5";"Méagui";"C502";"Méagui";153483;33047;1994;733;1225;7827;19181;1853;234;0
"CI260302";"C";"Bas-Sassandra";"C5";"Méagui";"C503";"Oupoyo";61973;9385;103;10;415;3421;4857;266;312;1
"CI260403";"C";"Bas-Sassandra";"C6";"Soubré";"C601";"Grand-Zatry";112049;17399;91;119;492;3939;11705;918;135;0
"CI260404";"C";"Bas-Sassandra";"C6";"Soubré";"C602";"Liliyo";82566;14682;51;48;406;3278;10232;569;98;0
"CI260405";"C";"Bas-Sassandra";"C6";"Soubré";"C603";"Okrouyo";120053;19805;783;358;475;5166;12587;381;54;1
"CI260401";"C";"Bas-Sassandra";"C6";"Soubré";"C604";"Soubre";272773;56747;1442;5335;5425;18613;23259;2527;143;3
"CI120101";"C";"Bas-Sassandra";"C7";"Fresco";"C701";"Dahiri";34821;5802;4;0;10;1250;4452;72;14;0
"CI120102";"C";"Bas-Sassandra";"C7";"Fresco";"C702";"Fresco";48098;10602;467;308;610;2571;5818;607;221;0
"CI120103";"C";"Bas-Sassandra";"C7";"Fresco";"C703";"Gbagbam";24832;4222;51;4;250;579;3260;76;2;0
"CI120202";"C";"Bas-Sassandra";"C8";"Sassandra";"C801";"Dakpadou";71998;12089;226;205;689;3972;6386;542;69;0
"CI120203";"C";"Bas-Sassandra";"C8";"Sassandra";"C802";"Grihiri";41965;7083;0;1;110;1668;5125;104;75;0
"CI120204";"C";"Bas-Sassandra";"C8";"Sassandra";"C803";"Lobakuya";42746;6521;4;0;10;1650;4615;229;13;0
"CI120205";"C";"Bas-Sassandra";"C8";"Sassandra";"C804";"Medon";17437;3554;1;2;219;1126;2013;155;38;0
"CI120206";"C";"Bas-Sassandra";"C8";"Sassandra";"C805";"Sago";91140;17190;29;13;167;4562;12006;305;108;0
"CI120201";"C";"Bas-Sassandra";"C8";"Sassandra";"C806";"Sassandra";87945;18028;1258;318;1536;5173;8817;839;87;0
"CI200101";"D";"Comoe";"D1";"Abengourou";"D101";"Abengourou";164424;32376;3629;7916;3929;5379;9678;1746;98;1
"CI200102";"D";"Comoe";"D1";"Abengourou";"D102";"Amélékia";25387;6863;147;369;337;1741;3819;432;18;0
"CI200103";"D";"Comoe";"D1";"Abengourou";"D103";"Aniassué";42729;8215;196;1174;291;1782;4277;469;25;1
"CI200104";"D";"Comoe";"D1";"Abengourou";"D104";"Ebilassokro";28331;5098;7;4;117;2128;2631;198;11;2
"CI200105";"D";"Comoe";"D1";"Abengourou";"D105";"Niable";57081;10734;2237;227;803;2933;4210;287;29;8
"CI200106";"D";"Comoe";"D1";"Abengourou";"D106";"Yakasse-Féyassé";52445;11742;108;120;2030;2767;5990;703;21;3
"CI200107";"D";"Comoe";"D1";"Abengourou";"D107";"Zaranou";60142;12466;42;37;1131;6093;4213;894;53;3
"CI200201";"D";"Comoe";"D2";"Agnibilékrou";"D201";"Agnibilekrou";99501;23896;867;2495;4729;6335;8163;1256;50;1
"CI200202";"D";"Comoe";"D2";"Agnibilékrou";"D202";"Akoboissué";36022;7281;59;11;99;3112;3937;57;6;0
"CI200203";"D";"Comoe";"D2";"Agnibilékrou";"D203";"Damé";23691;4501;20;9;157;1127;2866;275;47;0
"CI200204";"D";"Comoe";"D2";"Agnibilékrou";"D204";"Duffrebo";44107;8738;5;2;114;2115;6137;349;16;0
"CI200205";"D";"Comoe";"D2";"Agnibilékrou";"D205";"Tanguélan";12944;2466;54;9;78;525;1758;40;2;0
"CI200301";"D";"Comoe";"D3";"Béttié";"D301";"Bettié";33020;6207;1189;816;180;1289;2640;87;6;0
"CI200302";"D";"Comoe";"D3";"Béttié";"D302";"Diamarakro";36621;5558;99;56;45;1578;3368;406;6;0
"CI300101";"D";"Comoe";"D4";"Aboisso";"D401";"Aboisso";100903;23098;7296;763;1517;4174;8204;991;144;9
"CI300102";"D";"Comoe";"D4";"Aboisso";"D402";"Adaou";51050;8836;272;617;608;2330;4391;351;267;0
"CI300103";"D";"Comoe";"D4";"Aboisso";"D403";"Adjouan";28663;5347;1135;500;120;353;3105;122;12;0
"CI300104";"D";"Comoe";"D4";"Aboisso";"D404";"Ayamé";28272;5632;1893;51;191;940;2340;100;115;2
"CI300105";"D";"Comoe";"D4";"Aboisso";"D405";"Bianouan";49647;8165;205;9;178;2967;4446;201;159;0
"CI300106";"D";"Comoe";"D4";"Aboisso";"D406";"Kouakro";34685;6780;288;30;204;1712;4107;307;132;0
"CI300107";"D";"Comoe";"D4";"Aboisso";"D407";"Maféré";46410;10134;1485;116;439;3322;4483;261;23;5
"CI300108";"D";"Comoe";"D4";"Aboisso";"D408";"Yaou";22213;3749;4;3;84;1052;2448;138;20;0
"CI300201";"D";"Comoe";"D5";"Adiaké";"D501";"Adiake";50556;10651;5123;259;141;1475;3120;418;111;4
"CI300202";"D";"Comoe";"D5";"Adiaké";"D502";"Assinie-Mafia";21941;5208;2267;345;520;679;1246;110;41;0
"CI300203";"D";"Comoe";"D5";"Adiaké";"D503";"Etuéboué";15510;2541;24;48;100;454;1556;209;150;0
"CI300301";"D";"Comoe";"D6";"Grand-Bassam";"D601";"Bongo";24148;5614;403;304;434;1815;2624;27;4;3
"CI300302";"D";"Comoe";"D6";"Grand-Bassam";"D602";"Bonoua";118388;27302;9965;4958;1852;3702;5676;1079;69;1
"CI300303";"D";"Comoe";"D6";"Grand-Bassam";"D603";"Grand-Bassam";124567;27232;8037;8706;4159;2418;3497;385;30;0
"CI300402";"D";"Comoe";"D7";"Tiapoum";"D701";"Noé";24651;4335;145;696;562;1677;1204;44;7;0
"CI300403";"D";"Comoe";"D7";"Tiapoum";"D702";"Nouamou";17403;2491;19;47;71;462;1829;62;1;0
"CI300401";"D";"Comoe";"D7";"Tiapoum";"D703";"Tiapoum";25887;4799;958;22;364;970;2091;344;50;0
"CI210101";"E";"Denguele";"E1";"Gbeleban";"E101";"Gbéléban";4507;797;341;163;42;47;195;9;0;0
"CI210102";"E";"Denguele";"E1";"Gbeleban";"E102";"Samango";17219;2680;1;0;23;211;2379;57;9;0
"CI210103";"E";"Denguele";"E1";"Gbeleban";"E103";"Seydougou";7806;1013;6;0;5;256;684;59;3;0
"CI210202";"E";"Denguele";"E2";"Madinani";"E201";"Fengolo";7462;693;70;0;2;299;322;0;0;0
"CI210201";"E";"Denguele";"E2";"Madinani";"E202";"Madinani";32751;3558;923;107;5;857;1384;254;7;21
"CI210203";"E";"Denguele";"E2";"Madinani";"E203";"N'Goloblasso";10035;930;1;1;4;211;689;24;0;0
"CI210302";"E";"Denguele";"E3";"Odienne";"E301";"Bako";28373;3767;31;228;163;872;2422;50;1;0
"CI210303";"E";"Denguele";"E3";"Odienne";"E302";"Bougousso";10151;1066;47;19;26;474;411;88;1;0
"CI210304";"E";"Denguele";"E3";"Odienne";"E303";"Dioulatiedougou";20285;3025;15;2;9;711;2166;116;6;0
"CI210301";"E";"Denguele";"E3";"Odienne";"E304";"Odienné";86279;20193;1861;851;2015;6977;6024;2433;30;2
"CI210305";"E";"Denguele";"E3";"Odienne";"E305";"Tiémé";11644;1986;558;150;28;490;691;65;4;0
"CI210402";"E";"Denguele";"E4";"Samatiguila";"E401";"Kimbirila Sud";11933;1686;6;0;150;582;943;5;0;0
"CI210401";"E";"Denguele";"E4";"Samatiguila";"E402";"Samatiguila";7777;1612;209;100;72;497;688;34;12;0
"CI210502";"E";"Denguele";"E5";"Séguélon";"E501";"Gbongaha";12372;1772;4;0;288;205;1273;2;0;0
"CI210501";"E";"Denguele";"E5";"Séguélon";"E502";"Séguélon";21213;3338;27;39;31;342;2656;241;2;0
"CI100101";"E";"Denguele";"E6";"Kaniasso";"E601";"Goulia";27121;2331;106;5;28;740;1302;148;2;0
"CI100102";"E";"Denguele";"E6";"Kaniasso";"E602";"Kaniasso";18639;2193;107;2;99;853;867;263;2;0
"CI100103";"E";"Denguele";"E6";"Kaniasso";"E603";"Mahandiana-Sokourani";38812;4035;130;74;56;1756;1764;251;4;0
"CI100202";"E";"Denguele";"E7";"Minignan";"E701";"Kimbirila-Nord";9415;1242;0;0;1;574;616;28;23;0
"CI100201";"E";"Denguele";"E7";"Minignan";"E702";"Minignan";24251;4292;390;167;269;2218;1078;167;3;0
"CI100203";"E";"Denguele";"E7";"Minignan";"E703";"Sokoro";8109;1586;2;8;6;763;636;171;0;0
"CI100204";"E";"Denguele";"E7";"Minignan";"E704";"Tienko";19862;2833;262;3;33;749;1693;93;0;0
"CI130101";"F";"Goh-Djiboua";"F1";"Gagnoa";"F101";"Bayota";54139;9022;202;400;302;2660;4920;530;8;0
"CI130102";"F";"Goh-Djiboua";"F1";"Gagnoa";"F102";"Dahiépa-Kéhi";20827;4261;1;0;5;1106;2474;571;104;0
"CI130103";"F";"Goh-Djiboua";"F1";"Gagnoa";"F103";"Dignago";35712;6233;150;351;464;1733;2904;613;18;0
"CI130104";"F";"Goh-Djiboua";"F1";"Gagnoa";"F104";"Dougroupalégnoa";58655;9609;6;9;124;4166;4552;515;237;0
"CI130105";"F";"Goh-Djiboua";"F1";"Gagnoa";"F105";"Doukouyo";18867;2869;0;0;5;1468;1298;98;0;0
"CI130106";"F";"Goh-Djiboua";"F1";"Gagnoa";"F106";"Gagnoa";277044;56063;3640;11701;3798;14201;16039;6388;290;6
"CI130107";"F";"Goh-Djiboua";"F1";"Gagnoa";"F107";"Galébouo";38550;7442;12;5;377;2081;4501;444;21;1
"CI130108";"F";"Goh-Djiboua";"F1";"Gagnoa";"F108";"Gnagbodougnoa";17196;3171;0;17;90;1461;1520;75;8;0
"CI130109";"F";"Goh-Djiboua";"F1";"Gagnoa";"F109";"Guiberoua";77669;14794;294;295;411;5785;7156;655;198;0
